CHICHI ELKA ESTU,620 CHI,SYNERGY MEDIA,-,-,159,9789673711659,-,-,-,-,-
AZIELA HANAFEE,499.23 AZI,SINAR CEMERLANG,-,-,44,9789675155376,-,-,-,-,-
NUR SYAFIQAH MOHD HILAL,650 NUR,-,-,2019,38,-,-,-,-,-,-
MUHAMMAD ADHAM AZAHAAR,650 MUH,-,-,2019,42,-,-,-,-,-,-
MD ZUKI HASHIM,371.2 MD,PTS,-,-,144,9789833586578,-,-,-,-,-
ABDULLAH SANI YAHYA,375 ABD,PTS PENDIDIK,-,-,244,9789833376674,-,-,-,-,-
JOHN WEST-BURNHAM,371.2 JOH,ITNMB,-,-,267,9789830681443,-,-,-,-,-
JOHN WEST-BURNHAM,371.2 JOH,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,221,9789830683362,-,-,-,-,-
SONIA BLANDFORD,371.1 SON,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,257,9789830683447,-,-,-,-,-
SONIA BLANDFORD,371.1 SON,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,308,9789830681610,-,-,-,-,-
IDAYU MOHD RAHIM,499.23 IDA,E1 PUBLICATION,-,-,44,9789675169175,-,-,-,-,-
SONIA BLANDFORD,371.2 SON,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,297,9789830683355,-,-,-,-,-
ARINA DARMAWIS,290 ARI,SYNERGY MEDIA,-,-,152,9789673715541,-,-,-,-,-
HAIDA AFIQAH BINTI HAIDA IRWAN,650 HAI,-,-,2023,45,-,-,-,-,-,-
NUR AINAFARINA ADRIN BINTI ROZAIDI,650 NUR,-,-,2023,43,-,-,-,-,-,-
MUHAMMAD IDZWAN BIN ABDUL SANI,650 MUH,-,-,2023,34,-,-,-,-,-,-
BATRISYIA BINTI KHAIRULNIZAM,650 BAT,-,-,2023,38,-,-,-,-,-,-
FAZLEEN AMIRAH BINTI MOHD FADZLEE,650 FAZ,-,-,2021,37,-,-,-,-,-,-
TI LIAN CHEONG,150.194 TI,UTUSAN PUBLICATIONS & DISTRIBUTIONS SDN BHD,-,2013,88,9789676121127,-,-,-,-,-
NUR SYAFIQAH BINTI MOHAMAD AZIKIN,650 NUR,-,-,2021,49,-,-,-,-,-,-
SONIA BLANDFORD,371.2 SON,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,351,9789830681399,-,-,-,-,-
IBNU QAYYIM AL-JAUZIYYAH,290 IBN,SYNERGY MEDIA,-,-,168,9789673714681,-,-,-,-,-
MOHD NAJIB,297 MOH,JASMIN,-,-,311,9789675047268,-,-,-,-,-
DR. ASYRAF MUHAMMAD DAWWABAH,297 DR.,SYNERGY MEDIA,-,-,200,9789673713325,-,-,-,-,-
NOOR AZILAWATI MOHD SABDA,550 NOO,SINAR CEMERLANG,-,-,44,9789675155383,-,-,-,-,-
-,371.4 -,PCT,-,-,148,9789833241033,-,-,-,-,-
SMSI,899.230 SMS,PCT SDN BHD,-,-,148,9789833241002,-,-,-,-,-
JASIMAN AHMAD,499.28 JAS,JADE GREEN,-,-,44,9789831980453,-,-,-,-,-
DATO DR. IVAN HOE WAT SIANG,370 DAT,NAVISION,-,-,92,9789673253012,-,-,-,-,-
HASANUDDIN YUSOF,371.9 HAS,ALAMI,NEGERI SEMBILAN,2019,244,9789671679517,-,-,-,-,-
T.JEFRI,899.233 T.J,NIKAZ PUBLICATIONS,-,-,123,9789831880616,-,-,-,-,-
AIRIL HAIMI MOHD ADNAN,305 AIR,BUKU PRIMA,-,-,319,9789833669639,-,-,-,-,-
KPM,899 KPM,DEWAN BAHASA DAN PUSTAKA,-,-,327,9789836294890,-,-,-,-,-
AZLINA HAZAMY,499.23 AZL,SEJATI,-,-,60,9789831541999,-,-,-,-,-
ZURINAH HASSAN,414.28 ZUR,DBP,-,-,152,9789834917067,-,-,-,-,-
SHALIH ASY-SYADI,290 SHA,SYNERGY MEDIA,-,-,182,9789673717040,-,-,-,-,-
AZMAH NORDIN,899.233 AZM,DEWAN BAHASA DAN PUSTAKA,-,-,265,9559831378532,-,-,-,-,-
RAMLAH MD. JALEE,899.230 RAM,UTUSAN PUBLICATIONS,-,-,181,-,-,-,-,-,-
FARAH ELENA AHMAD MAHDZAN,158.200 FAR,UTUSAN PUBLICATION & DISTRIBUTORS,-,2008,88,9789676121165,-,-,-,-,-
NOOR AZILAWATI MOHD SABDA,499 NOO,SINAR CEMERLANG,-,-,44,9789675155390,-,-,-,-,-
NUR HAFIZATUL AINA' BINTI ABDULLAH,650 NUR,-,-,2023,40,-,-,-,-,-,-
ABDUL WASI' BIN ABD HALIM,650 ABD,-,-,2023,44,-,-,-,-,-,-
AININ MOHD,499.28 AIN,UTUSAN PUBLICATIONS,-,-,226,9789676109613,-,-,-,-,-
DATO DR. IVAN HOE WAT SIANG,370 DAT,NAVISION,-,-,88,9789673253029,-,-,-,-,-
HAMDAN MOHD ALI,297 HAM,PUSTAKA ILMI,-,-,24,9789830986333,-,-,-,-,-
MICRO SPY,005.4 MIC,"KWEI INFORMATION (M
)SDN BHD",KUALA LUMPUR,2003,474,9789861250397,-,-,-,-,-
JEFRI ANDULLAH,899.233 JEF,PRISMA SDN BHD,-,-,132,9789838773171,-,-,-,-,-
BRENT DAVIES,371.27 BRE,ITNMB,-,-,342,9789830681412,-,-,-,-,-
BRENT DAVIES,371.2 BRE,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,292,9789830683393,-,-,-,-,-
SALIM ADUL HILAL,290 SAL,SYNERGY MEDIA,-,-,203,9789673714759,-,-,-,-,-
BRIAN FIDLER,371.2 BRI,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,326,9789830681429,-,-,-,-,-
BRIAN FIDLER,371.2 BRI,INSTITUSI TERJEMHAN NEGARA MALAYSIA,-,-,276,9789830683386,-,-,-,-,-
NOOR AZIWATI MOHD SABDA,499.23 NOO,PINANG SDB BHD,-,-,54,9789830555034,-,-,-,-,-
FIRDAUS ZALKAFLI,650 FIR,-,-,2019,52,-,-,-,-,-,-
MOHD SYAHRUL HANAFI,499.23 MOH,SINAR CEMERLANG,-,-,44,9789675155406,-,-,-,-,-
HASANUDDIN MD. ISA,899.233 SAB,CREATIVE ENTERPRISE,-,-,450,-,-,-,-,-,-
ABDUL FATHI SHABRI,290 ABD,SYNERGY MEDIA,-,-,191,9789673716456,-,-,-,-,-
KEVIN DAVIES,570 KEV,ITNM,-,-,335,9789830682389,-,-,-,-,-
DR JASSEM ALI JAASEM,492.7 DR,A.S NOORDEEN,KUALA LUMPUR,1996,240,9789830650388,-,-,-,-,-
AMMAR NAJMI BIN ANUAR,650 AMM,-,-,2023,36,-,-,-,-,-,-
WAN NURNADZHIRAH BINTI WAN HANAFIAH,650 WAN,-,-,2023,37,-,-,-,-,-,-
"NUR AISYAH FARHANA BINTI
MD ZABIDI",650 NUR,-,-,2024,55,-,-,-,-,-,-
JUM FITRIYANI BT JUMAIDI,650 JUM,-,-,2024,56,-,-,-,-,-,-
NUR AISHAH ISMAIL,641.3 NUR,UTUSAN KARYA,-,2010,114,9789675780219,-,-,-,-,-
RONALD F. KOPECK,600 RON,MC GRAW HILL,-,-,286,-,-,-,-,-,-
ISKANDAR AB RASHID,600 ISK,CEMERLANG PUBLICATIONS,-,-,141,9789831774762,-,-,-,-,-
NORANA JOHAR,600 NOR,CEME RLANG,-,-,176,9789831774779,-,-,-,-,-
AHMAD THAZALI RAMLI,004 AHM,SYNERGY MEDIA,SHAH ALAM,2002,136,9789831976777,-,-,-,-,-
AMIRUL SHAFIK,004 AMI,SYNERGY MEDIA,-,2004,136,9789831976784,-,-,-,-,-
NORANA JOHAR,005 NOR,CEMERLANG PUBLIVATIONS,-,-,157,9789831774793,-,-,-,-,-
SUZANNE H. CHAPIN,511 SUZ,PEARSON,-,-,668,9780130434203,-,-,-,-,-
ADDISON WESLEY,510 ADD,PEARSON,-,-,723,9780130541109,-,-,-,-,-
HALIMAH ABDUL RAHMAN,304 HAL,PUSTAKA MINDA AKTIF,-,-,44,9789675161674,-,-,-,-,-
YEAM HOCK KONG,657 YEA,NUSAMAS,-,-,314,-,-,-,-,-,-
MOKHTAR AHMAD,001.640 MOK,THINKERS LIBRARY,-,-,48,9789676903402,-,-,-,-,-
SENG YAN CHUAN,895.1 SEN,YAYASAN KARYAWAN dan PEJATI,KUALA LUMPUR,2018,462,9789839510393,-,-,-,-,-
